Hospital Name,District,Address,Phone No,Mail-ID,Scheme,Speciality
Kattebennuru","Vijayanagar
a",Kattebennuru,9902736809,"phckatteben
nur@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Magala","Vijayanagar
a",Magala,9741465516,"phcmagala
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Manyra Masalawada","Vijayanagar
a",Manyra Masalawada,9902736809,"phcmmwad
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary  Health Center
Nagathi Basapura","Vijayanagar
a",Nagathibasapura,9741465516,"phcnagathib
asapura@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Bagewadi",Ballari,"Primery Health Center
Bagewadi  Siruguppa
Main Road Bagewadi",6360499860,"moh.bagewa
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Hansi","Vijayanagar
a",Kudligi Road,"0839723822
2","mophchanas
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Harakanalu","Vijayanagar
a","Primary Health Center
Harakanalu Holalu Road
Near GP Harakanalu","0839828103
3","moh.phchar
akanalu@ya
hoo.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Karuru",Ballari,"Sirigery Cross Main Road
Karuru",9900368001,"karuruphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Center
Kogali","Vijayanagar
a",Kottur Road,"0839724766
4","phckogali@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Kuruvalli",Ballari,"Kuruvalli Siraguppa
Ballary",9663451841,"kuruvalliphc
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Nadibevoor","Vijayanagar
a","Hosopet Road Primary
Health Center Nadibevoor","0839827490
5","monandibev
oor@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Bagewadi",Ballari,"Primery Health Center
Bagewadi  Siruguppa
Main Road Bagewadi",6360499860,"moh.bagewa
di@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Hansi","Vijayanagar
a",Kudligi Road,"0839723822
2","mophchanas
i@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Harakanalu","Vijayanagar
a","Primary Health Center
Harakanalu Holalu Road
Near GP Harakanalu","0839828103
3","moh.phchar
akanalu@ya
hoo.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Karuru",Ballari,"Sirigery Cross Main Road
Karuru",9900368001,"karuruphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Center
Kogali","Vijayanagar
a",Kottur Road,"0839724766
4","phckogali@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Kuruvalli",Ballari,"Kuruvalli Siraguppa
Ballary",9663451841,"kuruvalliphc
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Nadibevoor","Vijayanagar
a","Hosopet Road Primary
Health Center Nadibevoor","0839827490
5","monandibev
oor@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Thambralli","Vijayanagar
a","Hospet Hadagali Road
Near Bsnl Tower","0839724923
3","motbhalli@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Thimalapur","Vijayanagar
a","Thimmalapur Near
School Kudligi Taluk
Ballari Dist","0839122467
6","phcthimalap
ur11@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Toolahalli","Vijayanagar
a","Beside Govt  High School
Toolahalli","0839122227
8","phcthoolaha
lli17@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Aluburu","Vijayanagar
a",Kottur Road Aluburu,9900167161,"mophcalubu
ru@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bennikallu","Vijayanagar
a",Hansi Kallalli Raod,9535720947,"mophcbenni
kallu@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chithwadigi","Vijayanagar
a","Chithwadigi Hosuru Road
Hosapete",9845119980,"mochittwad
gi@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Devasamudra","Vijayanagar
a","Hosapete Road
Devasamudra Village",9901606630,"modevasam
udra@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Thambralli","Vijayanagar
a","Hospet Hadagali Road
Near Bsnl Tower","0839724923
3","motbhalli@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Thimalapur","Vijayanagar
a","Thimmalapur Near
School Kudligi Taluk
Ballari Dist","0839122467
6","phcthimalap
ur11@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Toolahalli","Vijayanagar
a","Beside Govt  High School
Toolahalli","0839122227
8","phcthoolaha
lli17@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Aluburu","Vijayanagar
a",Kottur Road Aluburu,9900167161,"mophcalubu
ru@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bennikallu","Vijayanagar
a",Hansi Kallalli Raod,9535720947,"mophcbenni
kallu@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chithwadigi","Vijayanagar
a","Chithwadigi Hosuru Road
Hosapete",9845119980,"mochittwad
gi@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Devasamudra","Vijayanagar
a","Hosapete Road
Devasamudra Village",9901606630,"modevasam
udra@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kamalapura","Vijayanagar
a","Hampi University Road
Kamalapura Village","0839424144
4","mo24x7kam
alapur@yah
oo.in","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Madihalli","Vijayanagar
a","Near  Gove Pu Collage
Madihallimadihalli  At
Post Harapanahalli Tq
Bellari Dist",9886033551,"mohmadhih
alli@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Magimavinahalli","Vijayanagar
a",Varadapura Road,9591147161,"mophcmagi
mavinahalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mathihalli","Vijayanagar
a",Phc Mathihalli,"0839827490
1","amophcmat
hihalli@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Morageri","Vijayanagar
a","Hadagali Road Morageri
Post Hagaribommanahalli","0839724707
7","mophmorig
eri@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Neelagunda","Vijayanagar
a","Neelagunda Po
Harapanahalli Tq
BallaryDi","0839826214
2","Amoneelag
unda@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kamalapura","Vijayanagar
a","Hampi University Road
Kamalapura Village","0839424144
4","mo24x7kam
alapur@yah
oo.in","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Madihalli","Vijayanagar
a","Near  Gove Pu Collage
Madihallimadihalli  At
Post Harapanahalli Tq
Bellari Dist",9886033551,"mohmadhih
alli@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Magimavinahalli","Vijayanagar
a",Varadapura Road,9591147161,"mophcmagi
mavinahalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mathihalli","Vijayanagar
a",Phc Mathihalli,"0839827490
1","amophcmat
hihalli@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Morageri","Vijayanagar
a","Hadagali Road Morageri
Post Hagaribommanahalli","0839724707
7","mophmorig
eri@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Neelagunda","Vijayanagar
a","Neelagunda Po
Harapanahalli Tq
BallaryDi","0839826214
2","Amoneelag
unda@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bandri",Ballari,"Primary Health Center 2
Nd Ward Bandri Sandur
Taluka Ballari District Pin
583124",8618957780,"phcbandri.sa
ndur@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chornur",Ballari,"Primary Health Center
Near Nada Kacheri
Chornur Sandur taluka
Ballari Pin 583128",8050803173,"phcchornur.
sandur@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Emminganuru",Ballari,"Kampli Road
Emminganuru",9449127740,"mohemming
anuru@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Gadiganur","Vijayanagar
a",Hosapete Road Gadignur,9901606630,"mopgadigan
ur@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Koluru",Ballari,"Siruguppa Road Phc
Kolur Village",9945197684,"phckolurnrh
m@gamil.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mariyammanahalli","Vijayanagar
a","Near Bustand
Mariyammanahalli
Village","0839424402
2","mommhalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bandri",Ballari,"Primary Health Center 2
Nd Ward Bandri Sandur
Taluka Ballari District Pin
583124",8618957780,"phcbandri.sa
ndur@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chornur",Ballari,"Primary Health Center
Near Nada Kacheri
Chornur Sandur taluka
Ballari Pin 583128",8050803173,"phcchornur.
sandur@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Emminganuru",Ballari,"Kampli Road
Emminganuru",9449127740,"mohemming
anuru@gma
il.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Gadiganur","Vijayanagar
a",Hosapete Road Gadignur,9901606630,"mopgadigan
ur@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Koluru",Ballari,"Siruguppa Road Phc
Kolur Village",9945197684,"phckolurnrh
m@gamil.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mariyammanahalli","Vijayanagar
a","Near Bustand
Mariyammanahalli
Village","0839424402
2","mommhalli
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Orvai",Ballari,"Near By Grama
Panchayiti Orvai Phc
Kurugodu Taluk Ballari
Distric",9482829299,"phcorvai123
4@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Siddamanhalli",Ballari,"Siddamanhalli Village
Siddamanhalli Phc
Kurugodu Taluk And
Ballari Distric",9481900273,"phcsdhalli@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Taranagara",Ballari,"Primary Health Center
Behind Grama Panchayath
Taranagara Sandur  T
Ballari D Pin 583119",7411696910,"phctaranaga
ra.sandur@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Helath Center
Hacholli",Ballari,"Siruguppa Main Road
Hacholli Siruguppa
Taluka Bellary Distick",7411355597,"hacholliphc
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Sangankallu",Ballari,Sangankallu,9844271882,"Phcsangana
kal@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Raravi",Ballari,"Siruguppa Main Road
Raravi",9448341483,"raraviphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Orvai",Ballari,"Near By Grama
Panchayiti Orvai Phc
Kurugodu Taluk Ballari
Distric",9482829299,"phcorvai123
4@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Siddamanhalli",Ballari,"Siddamanhalli Village
Siddamanhalli Phc
Kurugodu Taluk And
Ballari Distric",9481900273,"phcsdhalli@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Taranagara",Ballari,"Primary Health Center
Behind Grama Panchayath
Taranagara Sandur  T
Ballari D Pin 583119",7411696910,"phctaranaga
ra.sandur@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Helath Center
Hacholli",Ballari,"Siruguppa Main Road
Hacholli Siruguppa
Taluka Bellary Distick",7411355597,"hacholliphc
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Sangankallu",Ballari,Sangankallu,9844271882,"Phcsangana
kal@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Raravi",Ballari,"Siruguppa Main Road
Raravi",9448341483,"raraviphc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Primary Health Centre
Gudekote","Vijayanagar
a","BALLARI MAIN ROAD
GUDEKOTE",9535747639,"phcgudekot
e@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre Sri
Rama Ranga Pura","Vijayanagar
a","KAMLAPURA ROAD
SRI RAMA RANGA
PURA PHC VILLAGE",9743339893,"phcsrrpura
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mudbi",Bidar,At Post Mudbi,9743234393,"phcmudbi@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Andoor",Bidar,Andoor,"0848224184
4","phcandoor
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Changlera",Bidar,Changlera,"0848327907
7","phcchangler
a1@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Chillargi",Bidar,Chillargi,"0848224343
1","phcchillargi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Ghodampalli",Bidar,Ghodampalli,"0848223107
5","drsangaredd
y2705@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Gudekote","Vijayanagar
a","BALLARI MAIN ROAD
GUDEKOTE",9535747639,"phcgudekot
e@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre Sri
Rama Ranga Pura","Vijayanagar
a","KAMLAPURA ROAD
SRI RAMA RANGA
PURA PHC VILLAGE",9743339893,"phcsrrpura
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Mudbi",Bidar,At Post Mudbi,9743234393,"phcmudbi@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Andoor",Bidar,Andoor,"0848224184
4","phcandoor
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Changlera",Bidar,Changlera,"0848327907
7","phcchangler
a1@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Chillargi",Bidar,Chillargi,"0848224343
1","phcchillargi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Ghodampalli",Bidar,Ghodampalli,"0848223107
5","drsangaredd
y2705@gm
ail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Kankatta",Bidar,Main Road Kankatta,"0848327143
3","phckankatta
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Muchlamb",Bidar,At Post Muchalamb,9483615051,"phcmuchla
mb@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Mudhol",Bidar,Mudhol,"0848528365
3","phcmudholb
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Nirna",Bidar,Nirna Humnabad Bidar,"0848327808
1","phcnirna@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Talmadgi",Bidar,Nh 65 Near Talmadgi,"0848327983
3","phctalmand
gi@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Belura",Bidar,Belura,"0848125944
9","phcbeloora
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bemalkheda",Bidar,"Primary Health Center
Bemalkheda","0848327543
8","phcbemalkh
eda@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Kankatta",Bidar,Main Road Kankatta,"0848327143
3","phckankatta
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Muchlamb",Bidar,At Post Muchalamb,9483615051,"phcmuchla
mb@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Mudhol",Bidar,Mudhol,"0848528365
3","phcmudholb
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Nirna",Bidar,Nirna Humnabad Bidar,"0848327808
1","phcnirna@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Center
Talmadgi",Bidar,Nh 65 Near Talmadgi,"0848327983
3","phctalmand
gi@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Belura",Bidar,Belura,"0848125944
9","phcbeloora
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bemalkheda",Bidar,"Primary Health Center
Bemalkheda","0848327543
8","phcbemalkh
eda@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dawargaon",Bidar,Dawargaon,9916814442,"phcdawarga
on@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dongaon M",Bidar,Dongaon M,"0848528035
0","phcdongaon
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dongapur",Bidar,Dongapur,"0848426544
5","phcdongapu
r@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dubalgundi",Bidar,"Bhalki Main Road
Dubalgundi","0848327368
8","phcdubalgu
ndi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Ghatboral",Bidar,Ghatboral,"0848327582
2","phcghatbora
l1@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Holesamudra",Bidar,Holasamudra,"0848522828
0","phcholesam
udra@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kanji",Bidar,Kanji,9916814442,"phckanji@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dawargaon",Bidar,Dawargaon,9916814442,"phcdawarga
on@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dongaon M",Bidar,Dongaon M,"0848528035
0","phcdongaon
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dongapur",Bidar,Dongapur,"0848426544
5","phcdongapu
r@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Dubalgundi",Bidar,"Bhalki Main Road
Dubalgundi","0848327368
8","phcdubalgu
ndi@gmail.
com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Ghatboral",Bidar,Ghatboral,"0848327582
2","phcghatbora
l1@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Holesamudra",Bidar,Holasamudra,"0848522828
0","phcholesam
udra@gmail
.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Kanji",Bidar,Kanji,9916814442,"phckanji@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Torna",Bidar,Torna,"0848528613
9","phctorna@g
mail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Warwatti",Bidar,"Warwatti Near
Basaweshwer Chok",9035386145,"phcwarwatti
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Bagdal",Bidar,Bagdal Near Ib,"0848224260
9","phcbagdal2
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Beeri B",Bidar,Beeri B,0848423456,"phcbeerib@
gmail.com","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chawardapka",Bidar,Chawardapka,"0848528450
0","phccdapka
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","SIMPLE SECONDARY
GENERAL PROCEDURE"

"Primary Health Centre
Chintaki",Bidar,Chintaki,"0848528402
